institute_id,institute_name,institute_fee,institute_reputation,institute_campus_job_placement_pct,institute_campus_area,score_cut_off,total_no_of_students,applied_no_of_students,declined_no_of_student_pct,accepted_no_of_student_pct
NTIT702,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",248747.22,9.3,65.57,289.88,77.93,1885,51952,96.37,3.63
NDAN200,"University of California, Riverside (UC Riverside)",190112.02,3.3,78.66,233.86,84.04,1734,16667,89.60,10.40
MMER236,Kentucky State University,249881.89,7.4,50.1,333.47,96.75,4580,50948,91.01,8.99
ADDD106,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",217557.3,1.5,95.51,306.24,87.4,1749,59885,97.08,2.92
IIIN777,University of Massachusetts Dartmouth (UMass Dartmouth),239986.82,4.5,74.09,265.55,83.62,2298,58773,96.09,3.91
ANAI132,"University of California, Riverside (UC Riverside)",162120.36,6.4,62.17,342.89,83.25,4146,20730,80.00,20.00
NSTT780,Savannah State University,158707.63,2.8,98.11,327.09,85.46,1964,71509,97.25,2.75
NANA153,Florida Polytechnic University (Florida Poly or FPU),239168.6,9.1,85.99,346.96,82.86,1257,44591,97.18,2.82
MMMM233,Valdosta State University (VSU),188019.09,9.4,78.22,287.42,77.57,4377,26597,83.54,16.46
AINI161,"University of California, Berkeley (UC Berkeley)",162937.36,6.7,59.94,275.83,91.7,3513,59087,94.05,5.95
GIGI635,"University of California, Santa Barbara (UC Santa Barbara)",243669.27,1.7,68.69,235.08,89.87,4080,18051,77.40,22.60
DIDI127,Florida A&M University (Florida A&M),187274.73,3.0,62.48,299.3,98.12,2002,74797,97.32,2.68
NNJA438,Abraham Baldwin Agricultural College,229967.72,2.7,70.1,197.66,95.23,2000,72593,97.24,2.76
NDAA161,"University of California, Irvine (UC Irvine)",221024.34,9.1,67.92,265.65,80.01,2346,21492,89.08,10.92
MMMR254,College of Coastal Georgia,211454.36,5.6,72.0,158.63,75.78,2018,45422,95.56,4.44
IIAA127,Georgia Southern University,157332.91,8.6,56.65,342.47,97.29,3254,13603,76.08,23.92
TTNN762,Westfield State University,165397.03,1.5,72.73,285.57,86.05,1942,28890,93.28,6.72
IIID156,"California State University, East Bay (CSUEB)",200213.14,2.2,96.81,175.05,77.85,1624,37425,95.66,4.34
ITTI791,"California State University, Dominguez Hills (CSUDH)",186131.08,6.7,62.88,289.28,97.41,1027,53070,98.06,1.94
NNDN130,"University of Louisville (Louisville, U of L, or UL)",211228.19,4.3,94.58,226.71,78.54,1852,35065,94.72,5.28
REAR252,"University of California, San Francisco (UCSF)",239878.62,1.6,55.72,326.81,92.6,4741,14026,66.20,33.80
IANN199,"California State University, Chico (Chico State)",171961.74,7.5,57.06,300.37,86.98,3514,62271,94.36,5.64
AJPN488,Northern Kentucky University (NKU),209258.91,1.8,70.31,267.97,97.76,1360,66960,97.97,2.03
IAIA152,"University of California, Santa Cruz (UC Santa Cruz)",210752.56,7.4,50.31,189.71,83.19,2595,36271,92.85,7.15
GITT638,Dalton State College,209542.16,7.5,70.16,164.47,81.93,1762,52149,96.62,3.38
INAD111,Bainbridge State College,188740.49,7.4,87.32,298.12,76.29,4072,33809,87.96,12.04
AEEE222,Columbus State University,204352.42,8.2,58.11,292.06,83.1,4401,60822,92.76,7.24
DNIN126,Georgia College and State University,199003.82,6.8,56.04,265.64,84.44,2899,35756,91.89,8.11
STIT800,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",248096.27,1.4,84.5,249.36,91.76,2929,43442,93.26,6.74
NDDA153,Western Connecticut State University (WCSU),160611.08,6.0,91.73,230.99,88.86,4682,73950,93.67,6.33
STIT797,"University of California, Berkeley (UC Berkeley)",166591.35,3.9,54.95,165.21,91.62,4212,37674,88.82,11.18
DDNA173,University of West Georgia (UWG),222318.04,5.7,77.38,156.25,83.32,3787,20614,81.63,18.37
AAME282,"University of California, Davis (UC Davis)",201215.44,8.2,62.51,197.9,78.26,3220,47824,93.27,6.73
AIAD143,Florida Atlantic University (FAU),174138.72,6.6,85.56,184.16,88.05,2365,64098,96.31,3.69
NNTS732,Florida Polytechnic University (Florida Poly or FPU),174808.92,6.7,58.18,175.34,93.46,2533,31363,91.92,8.08
ANDA112,University of West Georgia (UWG),190910.35,4.8,53.18,325.64,75.75,4072,50861,91.99,8.01
TSSS735,Armstrong State University,150933.64,9.2,56.2,161.2,97.84,3985,24592,83.80,16.20
IIII160,"California State University, Bakersfield (CSUB)",185609.36,5.2,55.42,289.48,80.88,2328,18831,87.64,12.36
MEEA254,"California State University, Chico (Chico State)",244379.79,3.2,67.42,221.27,91.34,3393,59365,94.28,5.72
ADDA143,"University of California, Santa Cruz (UC Santa Cruz)",249289.81,8.4,70.01,156.76,91.68,3488,27657,87.39,12.61
TINT747,Georgia Highlands College,245931.87,6.4,61.42,316.73,76.34,4606,48506,90.50,9.50
DAND137,Massachusetts Maritime Academy,219321.38,9.8,62.35,164.45,98.65,4121,70062,94.12,5.88
NPNN481,Eastern Kentucky University (EKU),199824.57,1.8,65.98,168.56,81.77,3366,65005,94.82,5.18
IAII184,Eastern Connecticut State University (ECSU),225100.83,9.7,94.42,240.12,86.5,1148,68330,98.32,1.68
EERR218,University of West Georgia (UWG),150721.51,5.3,74.12,290.51,75.34,4043,74584,94.58,5.42
NDNI187,Savannah State University,219241.31,7.5,83.09,312.11,76.0,1430,55081,97.40,2.60
TIIT785,Dalton State College,196331.58,9.6,52.04,250.36,80.89,1913,21259,91.00,9.00
DNNA134,Massachusetts Maritime Academy,205470.79,8.8,86.88,302.76,97.6,3076,37333,91.76,8.24
NISN791,Fitchburg State University,233346.94,5.0,61.79,249.78,86.07,3218,67404,95.23,4.77
NIAN190,University of Massachusetts Dartmouth (UMass Dartmouth),193269.27,3.7,84.99,219.61,85.12,1380,25061,94.49,5.51
MMAE218,"University of California, Berkeley (UC Berkeley)",152464.95,5.6,68.07,238.44,98.73,4075,25821,84.22,15.78
NIIN105,Clayton State University,197181.81,8.9,79.44,346.04,83.31,4668,52278,91.07,8.93
NJAP465,Murray State University,211296.08,8.1,53.96,211.84,91.38,4630,52306,91.15,8.85
INNA194,University of Massachusetts Medical School,157855.01,5.2,53.49,226.44,82.31,1298,48046,97.30,2.70
IINT715,College of Coastal Georgia,211353.32,2.4,85.81,248.79,78.47,1969,34989,94.37,5.63
ADDA146,South Georgia State College (SGSC),244944.66,3.7,93.42,215.01,89.4,3353,45003,92.55,7.45
ARRA297,Worcester State University,202873.82,5.4,88.61,290.78,83.72,4421,28689,84.59,15.41
DNIA153,"University of California, Santa Barbara (UC Santa Barbara)",213216.44,6.8,63.19,347.48,79.03,1746,42209,95.86,4.14
NTIN762,University of South Florida (USF),206588.92,6.4,94.25,257.99,78.99,4745,46376,89.77,10.23
NANN118,Armstrong State University,198704.46,2.7,89.1,254.02,78.25,4112,30198,86.38,13.62
SINN707,University of Central Florida (UCF),185120.29,3.6,65.7,245.24,98.71,3507,52194,93.28,6.72
NDDI156,University of North Florida (UNF),211172.57,7.0,70.07,269.24,85.62,3752,49068,92.35,7.65
MRER239,"University of California, Los Angeles (UCLA)",205480.03,6.9,66.02,153.85,81.13,3964,57331,93.09,6.91
IDND162,Kennesaw State University,173853.35,6.2,91.65,230.21,92.48,3882,63244,93.86,6.14
NISI747,Dalton State College,233723.05,9.2,85.12,200.07,93.48,4008,19425,79.37,20.63
NAAN124,College of Coastal Georgia,154840.56,9.6,62.95,227.78,81.61,2376,24611,90.35,9.65
TIIT626,"California State University, East Bay (CSUEB)",248820.26,1.6,74.2,349.33,91.39,4294,60284,92.88,7.12
DNAD156,Western Kentucky University (WKU),208315.52,4.7,55.67,302.11,76.89,1941,71959,97.30,2.70
AEER270,Massachusetts Maritime Academy,187409.27,4.2,53.35,181.76,75.41,4457,47915,90.70,9.30
IINI182,Florida International University (FIU),186334.46,9.0,58.39,190.11,95.13,3421,35933,90.48,9.52
NNTT798,University of South Florida (USF),244375.96,8.4,54.08,325.52,77.98,1273,60478,97.90,2.10
AADA141,Clayton State University,246735.03,2.1,58.63,297.01,75.31,1227,69215,98.23,1.77
AJJN499,University of South Florida (USF),241880.21,5.3,78.82,315.61,93.13,1420,61318,97.68,2.32
DIIA173,Atlanta Metropolitan State College,192337.03,7.9,69.52,322.76,93.56,2138,45754,95.33,4.67
RAAA247,"University of California, Los Angeles (UCLA)",167165.3,5.7,75.31,335.53,98.29,2483,49112,94.94,5.06
NNIN186,University of South Florida (USF),218441.4,5.0,78.71,170.52,75.59,3347,33649,90.05,9.95
SSSN787,Clayton State University,205917.23,2.6,80.73,225.94,92.76,2126,67587,96.85,3.15
ANAA175,University of North Georgia (UNG),248399.84,5.4,87.14,337.05,99.02,1836,45766,95.99,4.01
TSIT798,"University of California, Los Angeles (UCLA)",156750.53,6.3,71.46,157.85,95.86,2192,19571,88.80,11.20
AIIA105,University of North Georgia (UNG),209923.42,9.7,99.0,196.36,89.81,1773,38667,95.41,4.59
RARR216,"California State University, Dominguez Hills (CSUDH)",195944.32,8.5,62.47,210.79,94.21,1168,62346,98.13,1.87
AANI165,University of Massachusetts Lowell (UMass Lowell),155483.27,1.0,53.01,190.77,94.79,3313,27050,87.75,12.25
PAJJ487,Georgia Southern University,242423.36,4.1,67.26,165.9,99.07,2869,47329,93.94,6.06
AAAA121,University of Central Florida (UCF),230933.29,9.9,50.86,192.69,89.38,2421,63608,96.19,3.81
NNNS739,Savannah State University,171441.33,7.6,56.39,249.08,99.8,4333,44869,90.34,9.66
NDND180,University of Massachusetts Lowell (UMass Lowell),162826.41,4.7,80.08,334.18,97.34,3977,63493,93.74,6.26
ARAM204,University of Massachusetts Amherst (UMass Amherst),182642.12,6.9,61.11,221.17,97.15,3189,62146,94.87,5.13
DNNA103,Georgia Southwestern State University (GSW),208123.07,8.4,90.1,152.53,81.27,3514,39919,91.20,8.80
SNTN742,"University of California, Merced (UC Merced)",199910.91,9.1,97.13,255.92,85.91,1334,40608,96.71,3.29
IAII122,"University of California, Irvine (UC Irvine)",197541.15,2.7,98.27,212.38,79.13,1372,15267,91.01,8.99
SSST701,Abraham Baldwin Agricultural College,199337.98,1.5,54.89,159.16,86.97,1693,40456,95.82,4.18
IAID121,University of North Georgia (UNG),213847.84,3.4,60.63,254.07,75.56,1338,21966,93.91,6.09
MMMR240,"University of California, Davis (UC Davis)",200837.4,7.7,93.22,236.96,89.44,1689,54916,96.92,3.08
DIDD172,Salem State University,230448.23,7.7,66.08,258.31,94.39,3507,61918,94.34,5.66
GIII678,"University of California, Santa Cruz (UC Santa Cruz)",151090.53,9.6,89.47,288.27,77.89,3775,57825,93.47,6.53
ADIA116,Southern Connecticut State University (SCSU),159804.05,3.4,71.14,227.19,89.5,1601,19848,91.93,8.07
STNT729,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",217399.23,2.4,78.05,198.22,84.62,3040,31247,90.27,9.73
NAAD165,Framingham State University,152832.9,9.4,93.82,182.3,75.25,3918,41299,90.51,9.49
AMER208,Massachusetts College of Liberal Arts,163839.71,2.4,62.51,159.58,83.5,1549,24438,93.66,6.34
NNNA143,"University of California, Los Angeles (UCLA)",210562.31,2.4,88.63,282.89,88.71,3994,55574,92.81,7.19
TSSI794,University of West Florida (UWF),206183.18,4.5,66.69,164.74,76.91,1400,74416,98.12,1.88
NNDD127,University of Massachusetts Lowell (UMass Lowell),234753.71,9.6,50.28,179.63,94.93,2783,20146,86.19,13.81
JAPP443,University of Massachusetts Medical School,161899.22,5.6,50.52,231.99,96.92,2003,36011,94.44,5.56
DDND121,Florida Atlantic University (FAU),235548.3,6.9,93.87,220.74,78.27,4661,71566,93.49,6.51
AAAM218,Worcester State University,228487.26,8.0,60.17,190.43,92.68,1273,47845,97.34,2.66
AIII189,Morehead State University,206137.88,3.4,62.28,302.33,83.5,2617,38518,93.21,6.79
TTSN778,Florida International University (FIU),225965.59,6.8,64.07,189.93,95.95,2289,29524,92.25,7.75
IIID198,Fort Valley State University,221919.84,6.5,67.04,218.33,87.66,4655,30172,84.57,15.43
IGGI680,"California State University, Fresno (Fresno State)",173494.43,4.5,97.73,263.46,85.23,4573,45778,90.01,9.99
NNDD131,Florida International University (FIU),199477.07,6.8,80.83,212.32,89.22,4090,62920,93.50,6.50
MRRR252,East Georgia State College,242398.08,5.1,80.31,187.39,85.12,1096,21041,94.79,5.21
AIDN123,College of Coastal Georgia,200425.81,6.0,91.59,295.85,75.33,1623,67580,97.60,2.40
ANAJ423,Kentucky State University,242114.23,7.6,70.16,298.76,76.52,2181,11263,80.64,19.36
INDD172,Augusta University,217441.93,6.8,69.2,197.73,92.8,2042,53944,96.21,3.79
NTNI760,Massachusetts Maritime Academy,184132.82,1.4,58.81,293.47,95.63,1141,35544,96.79,3.21
IIII196,Georgia Southern University,200795.54,2.8,74.86,266.77,93.26,3264,29622,88.98,11.02
AEEE230,Florida State University (FSU),153439.42,1.8,94.58,215.86,82.42,1959,59629,96.71,3.29
IIAD178,Georgia Highlands College,242407.77,2.6,94.12,317.67,96.58,3696,14792,75.01,24.99
ISSI733,"University of California, San Francisco (UCSF)",243789.31,4.0,51.04,210.37,79.92,1063,37616,97.17,2.83
IDNA147,University of Massachusetts Lowell (UMass Lowell),226660.6,8.0,60.5,211.29,91.17,4276,37832,88.70,11.30
TSIT774,Bridgewater State University,229249.38,2.7,73.08,225.88,75.42,3321,46699,92.89,7.11
DIIA152,Georgia Southern University,184626.27,6.2,51.55,295.79,79.33,4422,39523,88.81,11.19
AAME274,"California State University, East Bay (CSUEB)",173097.19,3.6,64.8,240.66,84.57,4347,43104,89.92,10.08
DADD144,Fitchburg State University,199670.2,10.0,95.91,224.75,81.83,4155,38860,89.31,10.69
TNSN718,"University of California, Santa Barbara (UC Santa Barbara)",158119.85,3.7,80.65,170.7,95.2,2667,60851,95.62,4.38
DAAI188,Kennesaw State University,201706.18,6.1,68.02,193.84,95.05,3018,59994,94.97,5.03
ITST710,Georgia State University (GSU),170199.99,4.3,50.15,317.01,88.02,4724,31398,84.95,15.05
IAAN114,"University of California, San Francisco (UCSF)",196898.46,6.2,55.84,210.04,77.74,4295,52601,91.83,8.17
RMEE250,Westfield State University,218881.29,5.0,77.41,200.88,92.66,2950,44269,93.34,6.66
NNNN172,University of South Florida (USF),228786.58,4.5,84.02,309.79,96.74,2898,45276,93.60,6.40
ISIN800,Savannah State University,154719.99,6.4,84.14,281.65,87.45,3958,31939,87.61,12.39
NNDD135,"University of California, San Diego (UC San Diego)",212134.47,5.8,88.65,315.85,94.2,1566,24476,93.60,6.40
JANA496,Kentucky State University,203357.51,8.2,52.37,155.12,90.98,1067,27365,96.10,3.90
DDDI127,University of Massachusetts Medical School,176971.31,2.0,64.57,188.49,76.95,4602,70558,93.48,6.52
RARA279,University of Massachusetts Boston (UMass Boston),216192.21,1.9,73.47,308.43,75.77,1209,30591,96.05,3.95
NAII159,Salem State University,234094.65,1.9,88.77,319.77,79.53,3601,39613,90.91,9.09
TTGI680,"University of California, Merced (UC Merced)",185764.32,4.3,58.03,284.68,88.82,1150,27914,95.88,4.12
IIDA192,"University of California, San Francisco (UCSF)",173483.8,1.9,62.5,328.87,90.88,3427,53396,93.58,6.42
TISI717,Georgia State University (GSU),151888.74,2.2,95.92,156.41,77.86,2100,14559,85.58,14.42
AANA199,University of Massachusetts Dartmouth (UMass Dartmouth),243133.35,4.0,86.19,341.81,94.93,3797,68350,94.44,5.56
MAME290,"California State University, Chico (Chico State)",188684.36,2.2,55.24,259.29,97.26,2542,46780,94.57,5.43
IADI176,Georgia Gwinnett College,181911.46,8.5,99.26,294.0,89.19,2734,21889,87.51,12.49
JJJA423,Fitchburg State University,190772.13,5.5,68.93,278.46,77.69,3884,24684,84.27,15.73
INIA101,University of West Georgia (UWG),193939.78,2.2,68.51,259.18,82.08,2023,31633,93.60,6.40
TSTT779,Florida Polytechnic University (Florida Poly or FPU),151220.29,2.5,94.62,300.77,88.23,3168,45800,93.08,6.92
IIDD112,Abraham Baldwin Agricultural College,209619.39,6.1,96.13,157.26,91.45,3315,35452,90.65,9.35
EERR243,University of Massachusetts Amherst (UMass Amherst),163949.4,2.2,52.35,220.99,91.88,4408,57284,92.31,7.69
DANI131,Armstrong State University,204918.52,2.7,83.14,187.82,82.4,2464,45345,94.57,5.43
ISST705,"California State University, Channel Islands (CSUCI or CI)",150176.82,8.9,63.98,191.52,92.35,2388,68784,96.53,3.47
NNID177,Western Kentucky University (WKU),241321.92,9.0,66.49,339.64,90.54,4207,50557,91.68,8.32
GIIT639,Fort Valley State University,190101.37,6.4,75.7,168.62,75.45,4120,70795,94.18,5.82
IANN120,"California State University, Bakersfield (CSUB)",200111.34,5.0,55.83,239.03,97.02,1191,44180,97.30,2.70
MMER254,University of Massachusetts Medical School,211832.08,9.5,82.08,263.51,78.01,4589,33712,86.39,13.61
AIII113,"University of California, Davis (UC Davis)",152945.6,4.2,91.9,215.89,76.37,4016,47181,91.49,8.51
TNIN771,Massachusetts Maritime Academy,219088.97,1.6,54.82,151.03,87.54,2555,59531,95.71,4.29
NAAN141,"University of California, San Francisco (UCSF)",162902.45,9.4,69.0,302.81,86.62,2525,44411,94.31,5.69
TNTN718,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",166122.67,8.7,60.54,223.61,90.17,3681,23909,84.60,15.40
DINA128,Florida Gulf Coast University (FGCU),167979.81,6.2,50.49,295.61,90.88,2115,47989,95.59,4.41
ARRA256,"University of California, Riverside (UC Riverside)",232209.34,7.3,88.33,343.49,79.98,1884,54069,96.52,3.48
ANAD156,Georgia Gwinnett College,186632.35,7.6,72.08,275.14,85.41,1039,10306,89.92,10.08
STTS790,"California State University, Bakersfield (CSUB)",216538.64,7.5,86.63,282.45,99.99,2156,71035,96.96,3.04
ANNA130,Massachusetts College of Liberal Arts,240235.22,7.7,87.79,188.3,91.85,2476,23243,89.35,10.65
JPJN475,Dalton State College,245554.47,8.0,68.04,269.98,92.07,1448,55074,97.37,2.63
ADIN122,Bridgewater State University,165362.81,5.5,61.25,336.74,92.0,1210,28708,95.79,4.21
RMRA263,Gordon State College,207160.94,1.3,93.03,304.53,88.58,4240,61533,93.11,6.89
IADI148,"California State University, Fresno (Fresno State)",228365.88,2.3,76.02,262.03,80.18,2084,54002,96.14,3.86
NNSI717,Western Kentucky University (WKU),183546.21,5.3,57.54,346.77,94.67,4200,48706,91.38,8.62
IDND107,"University of California, San Francisco (UCSF)",152326.31,2.3,67.69,190.89,79.21,1606,21839,92.65,7.35
NSST756,Armstrong State University,195321.62,6.0,51.82,342.51,89.15,4732,52374,90.96,9.04
NDIA135,Atlanta Metropolitan State College,206704.55,7.3,51.36,315.54,83.93,1042,57647,98.19,1.81
AEMM201,Atlanta Metropolitan State College,198319.98,5.2,97.02,261.97,96.16,4728,18064,73.83,26.17
NADA192,New College of Florida,151778.14,3.3,50.82,273.45,96.79,1359,40501,96.64,3.36
AANN413,Georgia Southern University,216028.21,1.0,93.95,330.53,84.78,4434,23172,80.86,19.14
NNAN173,Georgia Southern University,172052.96,9.3,81.21,179.71,88.63,1209,11386,89.38,10.62
ITNI760,Fort Valley State University,234724.43,3.5,50.12,222.98,92.48,4658,38203,87.81,12.19
IAAI156,Fitchburg State University,154088.38,1.3,68.8,331.57,98.69,2884,49631,94.19,5.81
ARRR249,University of North Georgia (UNG),188392.26,8.4,75.82,293.55,85.11,3820,48537,92.13,7.87
NAIN152,Georgia State University (GSU),173275.75,2.8,83.16,210.87,97.56,2137,38601,94.46,5.54
TIIT667,Central Connecticut State University (CCSU),195936.13,8.7,68.66,191.09,98.75,2856,25516,88.81,11.19
NIDN100,Georgia Southwestern State University (GSW),194907.97,2.2,97.48,250.54,98.75,2400,21629,88.90,11.10
TIST750,University of Massachusetts Boston (UMass Boston),175538.37,1.2,79.78,242.38,85.02,4413,51287,91.40,8.60
DIAD125,University of Georgia (UGA),196358.14,8.1,73.18,306.52,79.58,1740,67537,97.42,2.58
MAMM239,"California State University, East Bay (CSUEB)",201434.18,7.2,82.68,272.28,91.03,3587,14953,76.01,23.99
DNAI104,Morehead State University,246173.11,2.7,99.01,164.03,80.05,2469,19292,87.20,12.80
SITS780,University of West Florida (UWF),206449.62,9.9,70.75,301.86,79.63,4531,65365,93.07,6.93
ADDA151,University of Kentucky (Kentucky or UK),218611.59,7.9,70.34,245.92,84.75,4194,41388,89.87,10.13
SSNI727,Murray State University,238260.5,7.8,71.44,175.5,97.58,3303,41456,92.03,7.97
INAA143,East Georgia State College,239450.3,9.3,58.38,163.93,84.45,2116,16455,87.14,12.86
ERMA298,Eastern Kentucky University (EKU),240243.1,4.6,56.41,228.37,86.4,3435,62660,94.52,5.48
DINA137,"California State University, Bakersfield (CSUB)",182361.86,8.3,88.44,342.5,81.39,3503,49979,92.99,7.01
